emancipation-nn' emancipate-vb'
crinkle-nn' crinkle-vb'
dialyzer-nn' dialyze-vb'
escapee-nn' escape-vb'
average-nn' average-vb'
queue-nn' queue-vb'
sellout-nn' sell-out-vb'
feint-nn' feint-vb'
calcium-nn' calcify-vb'
liberalisation-nn' liberalise-vb'
opposition-nn' oppose-vb'
teaching-nn' teach-vb'
anglicization-nn' anglicize-vb'
argument-nn' argue-vb'
fawner-nn' fawn-vb'
compassion-nn' compassionate-vb'
waking-nn' wake-vb'
climb-nn' climb-vb'
salvation-nn' salve-vb'
dismantling-nn' dismantle-vb'
protest-nn' protest-vb'
removal-nn' remove-vb'
antecedent-nn' antecede-vb'
coloniser-nn' colonise-vb'
disfigurement-nn' disfigure-vb'
auspice-nn' auspicate-vb'
rescuer-nn' rescue-vb'
dig-nn' dig-vb'
redact-nn' redact-vb'
gag-nn' gag-vb'
hydrate-nn' hydrate-vb'
follow-through-nn' follow-through-vb'
gobbler-nn' gobble-vb'
incline-nn' incline-vb'
thread-nn' thread-vb'
visiting-nn' visit-vb'
thrusting-nn' thrust-vb'
stud-nn' stud-vb'
confabulation-nn' confabulate-vb'
spanking-nn' spank-vb'
snowboard-nn' snowboard-vb'
dun-nn' dun-vb'
barber-nn' barber-vb'
stand-in-nn' stand-in-vb'
opal-nn' opalize-vb'
miscount-nn' miscount-vb'
subsumption-nn' subsume-vb'
shunt-nn' shunt-vb'
jitterbug-nn' jitterbug-vb'
assignee-nn' assign-vb'
depersonalization-nn' depersonalize-vb'
crape-nn' crape-vb'
tessera-nn' tessellate-vb'
disconnection-nn' disconnect-vb'
repair-nn' repair-vb'
twinkler-nn' twinkle-vb'
amount-nn' amount-vb'
indorsement-nn' indorse-vb'
advocacy-nn' advocate-vb'
igniter-nn' ignite-vb'
cause-nn' cause-vb'
cabal-nn' cabal-vb'
calcimine-nn' calcimine-vb'
caravan-nn' caravan-vb'
planking-nn' plank-vb'
blemish-nn' blemish-vb'
potterer-nn' potter-vb'
control-nn' control-vb'
quivering-nn' quiver-vb'
nipper-nn' nip-vb'
cuss-nn' cuss-vb'
rewriter-nn' rewrite-vb'
ford-nn' ford-vb'
idol-nn' idolize-vb'
idol-nn' idolise-vb'
reporter-nn' report-vb'
putterer-nn' putter-vb'
unitization-nn' unitize-vb'
revival-nn' revive-vb'
snowball-nn' snowball-vb'
insulation-nn' insulate-vb'
documentary-nn' document-vb'
silhouette-nn' silhouette-vb'
earth-nn' earth-vb'
earner-nn' earn-vb'
marbleization-nn' marbleize-vb'
address-nn' address-vb'
self-destruction-nn' self-destroy-vb'
self-destruction-nn' self-destruct-vb'
spattering-nn' spatter-vb'
coupling-nn' couple-vb'
auscultation-nn' auscultate-vb'
mimeo-nn' mimeo-vb'
revise-nn' revise-vb'
spark-nn' spark-vb'
warder-nn' ward-vb'
prance-nn' prance-vb'
theory-nn' theorise-vb'
theory-nn' theorize-vb'
overexploitation-nn' overexploit-vb'
cream-nn' cream-vb'
meet-nn' meet-vb'
pantomime-nn' pantomime-vb'
piece-nn' piece-vb'
whir-nn' whir-vb'
eluding-nn' elude-vb'
goof-nn' goof-vb'
whisperer-nn' whisper-vb'
breeze-nn' breeze-vb'
kidnaper-nn' kidnap-vb'
expurgation-nn' expurgate-vb'
watcher-nn' watch-vb'
vivisection-nn' vivisect-vb'
offerer-nn' offer-vb'
bitter-nn' bitter-vb'
desynchronisation-nn' desynchronise-vb'
fence-nn' fence-vb'
wallop-nn' wallop-vb'
towage-nn' tow-vb'
developing-nn' develop-vb'
fulmination-nn' fulminate-vb'
resonator-nn' resonate-vb'
frock-nn' frock-vb'
bray-nn' bray-vb'
theoriser-nn' theorise-vb'
duster-nn' dust-vb'
witch-nn' witch-vb'
aeration-nn' aerate-vb'
slackening-nn' slacken-vb'
vexation-nn' vex-vb'
washing-nn' wash-vb'
compensation-nn' compensate-vb'
humbug-nn' humbug-vb'
sectionalisation-nn' sectionalise-vb'
kick-start-nn' kick-start-vb'
renegade-nn' renegade-vb'
monger-nn' monger-vb'
hybridization-nn' hybridize-vb'
healing-nn' heal-vb'
introspection-nn' introspect-vb'
inquirer-nn' inquire-vb'
ministration-nn' minister-vb'
exerciser-nn' exercise-vb'
dismount-nn' dismount-vb'
whaler-nn' whale-vb'
quotation-nn' quote-vb'
obstructor-nn' obstruct-vb'
renewal-nn' renew-vb'
emergence-nn' emerge-vb'
prayer-nn' pray-vb'
inducing-nn' induce-vb'
recipient-nn' receive-vb'
attender-nn' attend-vb'
composure-nn' compose-vb'
coordination-nn' coordinate-vb'
channelisation-nn' channel-vb'
channelisation-nn' channelise-vb'
haggling-nn' haggle-vb'
precipitation-nn' precipitate-vb'
computation-nn' compute-vb'
dowsing-nn' dowse-vb'
pensionary-nn' pension-vb'
proctor-nn' proctor-vb'
dish-nn' dish-vb'
manifold-nn' manifold-vb'
disinvestment-nn' disinvest-vb'
wing-nn' wing-vb'
sample-nn' sample-vb'
spout-nn' spout-vb'
chamber-nn' chamber-vb'
tanner-nn' tan-vb'
reorientation-nn' reorient-vb'
requisition-nn' require-vb'
requisition-nn' requisition-vb'
ski-nn' ski-vb'
beep-nn' beep-vb'
carbonate-nn' carbonate-vb'
advertising-nn' advertise-vb'
incitement-nn' incite-vb'
bed-nn' bed-vb'
investigating-nn' investigate-vb'
word-nn' word-vb'
guessing-nn' guess-vb'
glaciation-nn' glaciate-vb'
drill-nn' drill-vb'
screening-nn' screen-vb'
wedge-nn' wedge-vb'
bafflement-nn' baffle-vb'
mastery-nn' master-vb'
quilting-nn' quilt-vb'
audition-nn' audition-vb'
rectification-nn' rectify-vb'
canter-nn' canter-vb'
roundup-nn' round-up-vb'
decolonization-nn' decolonize-vb'
bunter-nn' bunt-vb'
initiate-nn' initiate-vb'
touch-nn' touch-vb'
rule-nn' rule-vb'
colonizer-nn' colonize-vb'
lyophilisation-nn' lyophilise-vb'
crafter-nn' craft-vb'
resuscitator-nn' resuscitate-vb'
fabrication-nn' fabricate-vb'
converter-nn' convert-vb'
charmer-nn' charm-vb'
remarriage-nn' remarry-vb'
slump-nn' slump-vb'
snarer-nn' snare-vb'
pargetting-nn' parget-vb'
purl-stitch-nn' purl-stitch-vb'
stemmer-nn' stem-vb'
urging-nn' urge-vb'
tank-nn' tank-vb'
getaway-nn' get-away-vb'
inciter-nn' incite-vb'
caring-nn' care-vb'
orbit-nn' orbit-vb'
manipulator-nn' manipulate-vb'
prowler-nn' prowl-vb'
concentrate-nn' concentrate-vb'
reliever-nn' relieve-vb'
slowing-nn' slow-vb'
dissension-nn' dissent-vb'
subversion-nn' subvert-vb'
checkout-nn' check-out-vb'
deification-nn' deify-vb'
encapsulation-nn' encapsulate-vb'
burden-nn' burden-vb'
dilator-nn' dilate-vb'
demythologisation-nn' demythologise-vb'
nettle-nn' nettle-vb'
scribe-nn' scribe-vb'
skateboard-nn' skateboard-vb'
racing-nn' race-vb'
eructation-nn' eruct-vb'
sunburn-nn' sunburn-vb'
retrieval-nn' retrieve-vb'
guide-nn' guide-vb'
centrifugation-nn' centrifuge-vb'
peril-nn' peril-vb'
waddler-nn' waddle-vb'
bawler-nn' bawl-vb'
buff-nn' buff-vb'
festoon-nn' festoon-vb'
divination-nn' divine-vb'
visitation-nn' visit-vb'
ascender-nn' ascend-vb'
lifter-nn' lift-vb'
blowout-nn' blow-out-vb'
cannulization-nn' cannulate-vb'
cannulization-nn' cannulise-vb'
eversion-nn' evert-vb'
negation-nn' negate-vb'
smacking-nn' smack-vb'
cracking-nn' crack-vb'
import-nn' import-vb'
convection-nn' convect-vb'
brush-nn' brush-vb'
ski-jumping-nn' ski-jump-vb'
decoy-nn' decoy-vb'
fighter-nn' fight-vb'
boater-nn' boat-vb'
simplification-nn' simplify-vb'
plague-nn' plague-vb'
flocculation-nn' flocculate-vb'
asterisk-nn' asterisk-vb'
letter-nn' letter-vb'
letter-nn' let-vb'
spanker-nn' spank-vb'
walkover-nn' walk-over-vb'
tailoring-nn' tailor-vb'
beneficiation-nn' beneficiate-vb'
abrasion-nn' abrade-vb'
grading-nn' grade-vb'
tuning-nn' tune-vb'
pounding-nn' pound-vb'
track-nn' track-vb'
extinguishing-nn' extinguish-vb'
boot-nn' boot-vb'
sensitisation-nn' sensitise-vb'
exteriorisation-nn' exteriorise-vb'
molting-nn' molt-vb'
prevision-nn' previse-vb'
grooming-nn' groom-vb'
enactment-nn' enact-vb'
degaussing-nn' degauss-vb'
commitment-nn' commit-vb'
blight-nn' blight-vb'
indemnity-nn' indemnify-vb'
fitting-nn' fit-vb'
lie-nn' lie-vb'
debater-nn' debate-vb'
stripper-nn' strip-vb'
rioter-nn' riot-vb'
vaporisation-nn' vaporise-vb'
divorce-nn' divorce-vb'
undercut-nn' undercut-vb'
abrader-nn' abrade-vb'
collecting-nn' collect-vb'
incrustation-nn' incrust-vb'
finance-nn' finance-vb'
elocution-nn' elocute-vb'
splinter-nn' splinter-vb'
regurgitation-nn' regurgitate-vb'
strop-nn' strop-vb'
whang-nn' whang-vb'
suture-nn' suture-vb'
misreading-nn' misread-vb'
syndicate-nn' syndicate-vb'
countersign-nn' countersign-vb'
market-nn' market-vb'
testimony-nn' testify-vb'
tickle-nn' tickle-vb'
seating-nn' seat-vb'
tacking-nn' tack-vb'
predicator-nn' predicate-vb'
revilement-nn' revile-vb'
emersion-nn' emerge-vb'
anticipator-nn' anticipate-vb'
canvass-nn' canvass-vb'
horripilation-nn' horripilate-vb'
bop-nn' bop-vb'
labor-nn' labor-vb'
vegetation-nn' vegetate-vb'
conqueror-nn' conquer-vb'
petitioner-nn' petition-vb'
franchise-nn' franchise-vb'
covariation-nn' co-vary-vb'
confidence-nn' confide-vb'
localization-nn' localize-vb'
jaundice-nn' jaundice-vb'
general-nn' general-vb'
mar-nn' mar-vb'
phase-nn' phase-vb'
mismanagement-nn' mismanage-vb'
detention-nn' detain-vb'
dodge-nn' dodge-vb'
pry-nn' pry-vb'
mitigation-nn' mitigate-vb'
expression-nn' express-vb'
truck-nn' truck-vb'
peregrination-nn' peregrinate-vb'
reaper-nn' reap-vb'
obstruction-nn' obstruct-vb'
guarantee-nn' guarantee-vb'
arouser-nn' arouse-vb'
prompt-nn' prompt-vb'
bin-nn' bin-vb'
striation-nn' striate-vb'
lockup-nn' lock-up-vb'
dazzle-nn' dazzle-vb'
fusion-nn' fuse-vb'
detoxification-nn' detoxify-vb'
excreting-nn' excrete-vb'
switching-nn' switch-vb'
postponement-nn' postpone-vb'
touch-typist-nn' touch-type-vb'
bowdleriser-nn' bowdlerise-vb'
walk-through-nn' walk-through-vb'
roisterer-nn' roister-vb'
protector-nn' protect-vb'
enrollment-nn' enroll-vb'
shrilling-nn' shrill-vb'
oxidation-nn' oxidate-vb'
commissioner-nn' commission-vb'
cord-nn' cord-vb'
urbanization-nn' urbanize-vb'
pinch-nn' pinch-vb'
shell-stitch-nn' shell-stitch-vb'
double-stitch-nn' double-stitch-vb'
digitalis-nn' digitalize-vb'
elevator-nn' elevate-vb'
weld-nn' weld-vb'
offence-nn' offend-vb'
diversion-nn' divert-vb'
alliance-nn' ally-vb'
grass-nn' grass-vb'
anathematization-nn' anathematize-vb'
dancing-nn' dance-vb'
hoaxer-nn' hoax-vb'
squandering-nn' squander-vb'
issuing-nn' issue-vb'
seed-nn' seed-vb'
detractor-nn' detract-vb'
ladle-nn' ladle-vb'
shortener-nn' shorten-vb'
debauchee-nn' debauch-vb'
skirmisher-nn' skirmish-vb'
strangler-nn' strangle-vb'
snare-nn' snare-vb'
hoot-nn' hoot-vb'
tinge-nn' tinge-vb'
misapplication-nn' misapply-vb'
galvanism-nn' galvanize-vb'
galvanism-nn' galvanise-vb'
crack-nn' crack-vb'
specifier-nn' specify-vb'
accent-nn' accentuate-vb'
accent-nn' accent-vb'
importee-nn' import-vb'
jotter-nn' jot-vb'
projector-nn' project-vb'
slasher-nn' slash-vb'
incasement-nn' incase-vb'
whore-nn' whore-vb'
motley-nn' motley-vb'
initiation-nn' initiate-vb'
backer-nn' back-vb'
flagellant-nn' flagellate-vb'
evocation-nn' evoke-vb'
drier-nn' dry-vb'
frog-nn' frog-vb'
adorer-nn' adore-vb'
mailing-nn' mail-vb'
perception-nn' perceive-vb'
dogfight-nn' dogfight-vb'
flogging-nn' flog-vb'
dissolving-nn' dissolve-vb'
cantonment-nn' canton-vb'
predetermination-nn' predetermine-vb'
attack-nn' attack-vb'
molter-nn' molt-vb'
abetment-nn' abet-vb'
wash-nn' wash-vb'
whimper-nn' whimper-vb'
careen-nn' careen-vb'
insufflation-nn' insufflate-vb'
samba-nn' samba-vb'
callback-nn' call-back-vb'
pulse-nn' pulse-vb'
pulse-nn' pulsate-vb'
autopsy-nn' autopsy-vb'
shield-nn' shield-vb'
shovel-nn' shovel-vb'
fake-nn' fake-vb'
depression-nn' depress-vb'
ignorance-nn' ignore-vb'
outrage-nn' outrage-vb'
comb-out-nn' comb-out-vb'
nap-nn' nap-vb'
machinery-nn' machine-vb'
nauseant-nn' nauseate-vb'
warbler-nn' warble-vb'
takedown-nn' take-down-vb'
defrauder-nn' defraud-vb'
nosh-nn' nosh-vb'
stacker-nn' stack-vb'
knockdown-nn' knock-down-vb'
interloper-nn' interlope-vb'
valuer-nn' value-vb'
accountant-nn' account-vb'
equipping-nn' equip-vb'
electric-drill-nn' drill-vb'
predominance-nn' predominate-vb'
enunciation-nn' enunciate-vb'
laugher-nn' laugh-vb'
sapper-nn' sap-vb'
hemagglutination-nn' hemagglutinate-vb'
enjoyment-nn' enjoy-vb'
cross-linkage-nn' cross-link-vb'
judgment-nn' judge-vb'
snorkeling-nn' snorkel-vb'
tankage-nn' tank-vb'
bifurcation-nn' bifurcate-vb'
luxury-nn' luxuriate-vb'
quantity-nn' quantify-vb'
insurer-nn' insure-vb'
trafficker-nn' traffic-vb'
witnesser-nn' witness-vb'
stupefaction-nn' stupefy-vb'
cold-shoulder-nn' cold-shoulder-vb'
emanation-nn' emanate-vb'
bird-watcher-nn' birdwatch-vb'
sheet-nn' sheet-vb'
scratch-nn' scratch-vb'
grunter-nn' grunt-vb'
quarters-nn' quarter-vb'
depilation-nn' depilate-vb'
transfiguration-nn' transfigure-vb'
shadowing-nn' shadow-vb'
pup-nn' pup-vb'
nursing-nn' nurse-vb'
experiment-nn' experiment-vb'
boomerang-nn' boomerang-vb'
creole-nn' creolize-vb'
annoyer-nn' annoy-vb'
dragger-nn' drag-vb'
bunker-nn' bunker-vb'
sight-nn' sight-vb'
neutralization-nn' neutralize-vb'
traffic-nn' traffic-vb'
realization-nn' realize-vb'
falconer-nn' falcon-vb'
sporulation-nn' sporulate-vb'
lament-nn' lament-vb'
corroboration-nn' corroborate-vb'
boldface-nn' boldface-vb'
deviltry-nn' devil-vb'
analyzer-nn' analyze-vb'
fell-nn' fell-vb'
accusation-nn' accuse-vb'
cleaver-nn' cleave-vb'
filler-nn' fill-vb'
europeanisation-nn' europeanise-vb'
laminator-nn' laminate-vb'
lysogenization-nn' lysogenize-vb'
desalination-nn' desalinate-vb'
spinner-nn' spin-vb'
veneration-nn' venerate-vb'
trump-nn' trump-vb'
transferor-nn' transfer-vb'
tamponage-nn' tampon-vb'
dare-nn' dare-vb'
predation-nn' predate-vb'
dealings-nn' deal-vb'
peak-nn' peak-vb'
activator-nn' activate-vb'
motorcycling-nn' motorcycle-vb'
land-nn' land-vb'
pairing-nn' pair-vb'
allegement-nn' allege-vb'
make-nn' make-vb'
jinx-nn' jinx-vb'
being-nn' be-vb'
tipper-nn' tip-vb'
pack-nn' pack-vb'
miniaturization-nn' miniaturize-vb'
bowl-nn' bowl-vb'
spatchcock-nn' spatchcock-vb'
annex-nn' annex-vb'
shoring-up-nn' shore-up-vb'
snowboarding-nn' snowboard-vb'
litter-nn' litter-vb'
sheller-nn' shell-vb'
sonant-nn' sound-vb'
abstraction-nn' abstract-vb'
randomization-nn' randomize-vb'
necker-nn' neck-vb'
pat-nn' pat-vb'
experimenter-nn' experiment-vb'
mythology-nn' mythologize-vb'
perfusion-nn' perfuse-vb'
pasture-nn' pasture-vb'
retriever-nn' retrieve-vb'
mutation-nn' mutate-vb'
muff-nn' muff-vb'
iridescence-nn' iridesce-vb'
covering-nn' cover-vb'
coughing-nn' cough-vb'
winter-nn' winterize-vb'
winter-nn' winter-vb'
interception-nn' intercept-vb'
erasure-nn' erase-vb'
battle-nn' battle-vb'
implantation-nn' implant-vb'
adventurer-nn' adventure-vb'
poleax-nn' poleax-vb'
parer-nn' pare-vb'
mimer-nn' mime-vb'
filming-nn' film-vb'
enchanter-nn' enchant-vb'
quip-nn' quip-vb'
pigment-nn' pigment-vb'
gambol-nn' gambol-vb'
precondition-nn' precondition-vb'
veneering-nn' veneer-vb'
abettal-nn' abet-vb'
integration-nn' integrate-vb'
calculus-nn' calculate-vb'
bargainer-nn' bargain-vb'
whiffer-nn' whiff-vb'
pining-nn' pine-vb'
tenantry-nn' tenant-vb'
participant-nn' participate-vb'
maneuver-nn' maneuver-vb'
pensioner-nn' pension-vb'
gossip-nn' gossip-vb'
champion-nn' champion-vb'
corker-nn' cork-vb'
synchroniser-nn' synchronise-vb'
swimming-nn' swim-vb'
growl-nn' growl-vb'
shitting-nn' shit-vb'
pleasing-nn' please-vb'
upheaval-nn' upheave-vb'
fly-nn' fly-vb'
transmogrification-nn' transmogrify-vb'
parachute-nn' parachute-vb'
grind-nn' grind-vb'
scriber-nn' scribe-vb'
contender-nn' contend-vb'
screeching-nn' screech-vb'
saluter-nn' salute-vb'
reenforcement-nn' reenforce-vb'
flank-nn' flank-vb'
pigmentation-nn' pigment-vb'
brevet-nn' brevet-vb'
dropkick-nn' dropkick-vb'
insemination-nn' inseminate-vb'
whistling-nn' whistle-vb'
cohabitation-nn' cohabit-vb'
publiciser-nn' publicise-vb'
crossing-nn' cross-vb'
approver-nn' approve-vb'
dawning-nn' dawn-vb'
scrabble-nn' scrabble-vb'
supper-nn' sup-vb'
cauterization-nn' cauterize-vb'
cradle-nn' cradle-vb'
bracing-nn' brace-vb'
preachment-nn' preach-vb'
quitter-nn' quit-vb'
knowing-nn' know-vb'
scrag-nn' scrag-vb'
whisker-nn' whisker-vb'
skin-dive-nn' skin-dive-vb'
lucidity-nn' elucidate-vb'
pilferer-nn' pilfer-vb'
shift-nn' shift-vb'
liver-nn' live-vb'
timing-nn' time-vb'
wholesale-nn' wholesale-vb'
herd-nn' herd-vb'
marvel-nn' marvel-vb'
bewitchment-nn' bewitch-vb'
heliograph-nn' heliograph-vb'
mistrust-nn' mistrust-vb'
shelling-nn' shell-vb'
memorial-nn' memorialize-vb'
electrification-nn' electrify-vb'
synchrony-nn' synchronise-vb'
synchrony-nn' synchronize-vb'
toper-nn' tope-vb'
dab-nn' dab-vb'
moocher-nn' mooch-vb'
reminder-nn' remind-vb'
fadeout-nn' fade-out-vb'
director-nn' direct-vb'
destruction-nn' destroy-vb'
sculpturer-nn' sculpture-vb'
buck-nn' buck-vb'
crasher-nn' crash-vb'
throttling-nn' throttle-vb'
circumvention-nn' circumvent-vb'
presage-nn' presage-vb'
wringer-nn' wring-vb'
briefing-nn' brief-vb'
congelation-nn' congeal-vb'
constriction-nn' constrict-vb'
stab-nn' stab-vb'
discontentment-nn' discontent-vb'
transubstantiation-nn' transubstantiate-vb'
decortication-nn' decorticate-vb'
parking-nn' park-vb'
mercer-nn' mercerize-vb'
tar-nn' tar-vb'
uplifting-nn' uplift-vb'
ruffle-nn' ruffle-vb'
heaving-nn' heave-vb'
imagery-nn' image-vb'
palpebration-nn' palpebrate-vb'
sleepover-nn' sleep-over-vb'
hypothesis-nn' hypothecate-vb'
hypothesis-nn' hypothesize-vb'
retiree-nn' retire-vb'
consolidation-nn' consolidate-vb'
falsification-nn' falsify-vb'
stiffener-nn' stiffen-vb'
emotion-nn' emote-vb'
ball-nn' ball-vb'
beggary-nn' beg-vb'
birth-nn' be-born-vb'
birth-nn' birth-vb'
internationalisation-nn' internationalise-vb'
offer-nn' offer-vb'
exfoliation-nn' exfoliate-vb'
resurrection-nn' resurrect-vb'
disbarment-nn' disbar-vb'
counterplot-nn' counterplot-vb'
misappropriation-nn' misappropriate-vb'
highjacking-nn' highjack-vb'
coast-nn' coast-vb'
flaming-nn' flame-vb'
circulation-nn' circulate-vb'
swat-nn' swat-vb'
tasting-nn' taste-vb'
meeting-nn' meet-vb'
shrine-nn' shrine-vb'
felicity-nn' felicitate-vb'
fluoride-nn' fluoridate-vb'
fluoride-nn' fluoridize-vb'
suffixation-nn' suffix-vb'
pardon-nn' pardon-vb'
junketing-nn' junket-vb'
copy-nn' copy-vb'
abuse-nn' abuse-vb'
migration-nn' migrate-vb'
misinterpretation-nn' misinterpret-vb'
plait-nn' plait-vb'
waggle-nn' waggle-vb'
mince-nn' mince-vb'
bumper-nn' bump-vb'
lockout-nn' lock-out-vb'
horse-nn' horse-vb'
punch-nn' punch-vb'
spitter-nn' spit-vb'
embroilment-nn' embroil-vb'
coalescence-nn' coalesce-vb'
fraction-nn' fractionate-vb'
fraction-nn' fraction-vb'
beat-nn' beat-vb'
foil-nn' foliate-vb'
foil-nn' foil-vb'
galvanisation-nn' galvanise-vb'
institution-nn' institutionalise-vb'
institution-nn' institutionalize-vb'
institution-nn' institute-vb'
upholder-nn' uphold-vb'
succour-nn' succour-vb'
jingle-nn' jingle-vb'
purple-nn' purpurate-vb'
purple-nn' purple-vb'
clapping-nn' clap-vb'
murmur-nn' murmur-vb'
clutter-nn' clutter-vb'
fork-nn' fork-vb'
fork-nn' bifurcate-vb'
homogenization-nn' homogenize-vb'
remedy-nn' remedy-vb'
murderer-nn' murder-vb'
pulp-nn' pulp-vb'
embargo-nn' embargo-vb'
demo-nn' demo-vb'
ransom-nn' ransom-vb'
seaplane-nn' seaplane-vb'
encounter-nn' encounter-vb'
acclimatization-nn' acclimatize-vb'
repairer-nn' repair-vb'
wonderment-nn' wonder-vb'
better-nn' bet-vb'
better-nn' better-vb'
expressage-nn' express-vb'
etiolation-nn' etiolate-vb'
crate-nn' crate-vb'
stress-nn' stress-vb'
translator-nn' translate-vb'
effectuation-nn' effectuate-vb'
grit-nn' grit-vb'
cheating-nn' cheat-vb'
posit-nn' posit-vb'
reward-nn' reward-vb'
victim-nn' victimise-vb'
victim-nn' victimize-vb'
mildew-nn' mildew-vb'
snorting-nn' snort-vb'
honker-nn' honk-vb'
moulding-nn' mould-vb'
shearer-nn' shear-vb'
scoop-nn' scoop-vb'
alliteration-nn' alliterate-vb'
soar-nn' soar-vb'
nictitation-nn' nictitate-vb'
adulterant-nn' adulterate-vb'
rendition-nn' render-vb'
wrack-nn' wrack-vb'
consignor-nn' consign-vb'
croaking-nn' croak-vb'
abstinent-nn' abstain-vb'
whitening-nn' whiten-vb'
swimmer-nn' swim-vb'
effecter-nn' effect-vb'
despisal-nn' despise-vb'
gardening-nn' garden-vb'
bindery-nn' bind-vb'
holystone-nn' holystone-vb'
philosophy-nn' philosophize-vb'
philosophy-nn' philosophise-vb'
run-nn' run-vb'
keeping-nn' keep-vb'
court-martial-nn' court-martial-vb'
detergence-nn' deterge-vb'
cabin-nn' cabin-vb'
demodulator-nn' demodulate-vb'
header-nn' head-vb'
subordinate-nn' subordinate-vb'
shoveler-nn' shovel-vb'
twirler-nn' twirl-vb'
corn-nn' corn-vb'
taker-nn' take-vb'
coagulator-nn' coagulate-vb'
consonance-nn' consonate-vb'
detail-nn' detail-vb'
wheedler-nn' wheedle-vb'
mining-nn' mine-vb'
put-on-nn' put-on-vb'
republication-nn' republish-vb'
vesture-nn' vesture-vb'
vesture-nn' vest-vb'
pollinator-nn' pollinate-vb'
thermostat-nn' thermostat-vb'
decompressing-nn' decompress-vb'
tangle-nn' tangle-vb'
adsorption-nn' adsorb-vb'
fosterage-nn' foster-vb'
abutter-nn' abut-vb'
shattering-nn' shatter-vb'
